"Awarding Agency:","Tender Package No:","Tender Type:","Contract Type:","Lot #:","Tender Description:","Approval Auth:","Justification:","Contract Date:","Delivery / Completion Date:","Contract Currency:","Contract Award Price:","Contract Awarded To:","Company Email:","Company Address:","Company Tel:","Supplier #:"
"Electoral Commission","GR/ECGH/GD/0067/2020","-","Restricted Tender","1","Tactile Jacket - Presidential","Entity Tender Committee","40 (1)d - Standardization/Compatibility/Limited Size","12th November, 2020","19th November, 2020","Ghana Cedi","Gh¢240000.00","CMM Printing Press","0","0","0","-"
"Electoral Commission","GR/ECGH/GD/0067/2020","-","Restricted Tender","2","Tactile Jacket - Parliamentary","Entity Tender Committee","40 (1)d - Standardization/Compatibility/Limited Size","12th November, 2020","19th November, 2020","Ghana Cedi","Gh¢200000.00","CMM Printing Press","0","0","0","-"
"Economic and Organized Crime Office","N/A","-","Restricted Tender","","Supply of 2 units Nissan Navara Double Cabin Pick up","ETC/PPA","40 (1)a - Proprietary","18th August, 2022","26th August, 2022","Ghana Cedi","Gh¢679031.56","Japan Motors Trading Company Limited","","P. O. Box 5216, Accra","","-"
"Ministry of Food and Agriculture","MOFA/DCS/FERT/RCT/2022/04","-","Restricted Tender","","The supply of fertilizer to the Planting for Food and Jobs (PFJ) programme under the Ministry of Food and Agriculture.","ETC/PPA","40 (1)b - Urgency","26th August, 2022","30th September, 2022","Ghana Cedi","Gh¢1200000.00","Kumasi Compost & Recycling Plant Ltd","intreccom@gmail.com","1","N/A","-"
"Ministry of Food and Agriculture","MOFA/DCS/FERT/RCT/2022/05","-","Restricted Tender","","To supply organic (granular) fertilizer under the Planting for Food and Jobs programme under the Ministry of Food and Agriculture.","ETC/PPA","40 (1)b - Urgency","26th August, 2022","30th September, 2022","Ghana Cedi","Gh¢2960000.00","Best Fertilizer Ltd","info@bestfertilizer.com","N/A","N/A","-"
"Ministry of Food and Agriculture","MOFA/DCS/FERT/RCT/2022/06","-","Restricted Tender","","The supply of organic (booster) fertilizer for the Planting for Food and Jobs programme under the Ministry of Food and Agriculture.","ETC/PPA","40 (1)b - Urgency","26th August, 2022","30th September, 2022","Ghana Cedi","Gh¢3000000.00","Kwadutsa and Joam Company Ltd","info@kwadutsajoam.com","N/A","N/A","-"
"Social Security and National Insurance Trust (SSNIT)","GR/SSNIT/GD/0007/2021","-","Restricted Tender","","Archival Boxes for Operational activities.","ETC/PPA","38(b) – Time and Cost disproportionate of value of procurement","28th April, 2022","12th May, 2022","Ghana Cedi","Gh¢882450.00","LIZBAK VENTURES","","","","-"
"Social Security and National Insurance Trust (SSNIT)","GR/SSNIT/GD/0001/2021","-","Restricted Tender","1","Office Furniture for the operations of the Trust","ETC/PPA","38(b) – Time and Cost disproportionate of value of procurement","25th April, 2022","22nd August, 2022","Ghana Cedi","Gh¢543835.00","YEPON VENTURES","","","","-"
"Social Security and National Insurance Trust (SSNIT)","GR/SSNIT/GD/0001/2021","-","Restricted Tender","2","Office Furniture for the operations of the Trust","ETC/PPA","38(b) – Time and Cost disproportionate of value of procurement","25th April, 2022","22nd August, 2022","Ghana Cedi","Gh¢493400.00","QUALITY SUPPLIES & BUIDERS COMPANY LIMITED","","","","-"
"Social Security and National Insurance Trust (SSNIT)","GR/SSNIT/GD/0001/2021","-","Restricted Tender","3","Cabinets,safes and metallic drawers","ETC/PPA","38(b) – Time and Cost disproportionate of value of procurement","25th April, 2022","22nd August, 2022","Ghana Cedi","Gh¢442131.04","Genext Ventures","0","P. O. Box ST 391 STC Kaneshie","0","-"
"Ministry of Finance","GR/MOF/CS/RT/002/2021","-","Restricted Tender","1","The Ministry of Finance intends to use part of its Capital Expenditure budget allocation for the year 2021 to construct the New Ministry of Finance Campus.","ETC/PPA","40 (2) - Promote Policy 59(4)(c), (d) or 69(2)(c)(i)","10th July, 2022","10th July, 2025","Ghana Cedi","Gh¢44065148.47","MULTICAD","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0018/21/18","-","Restricted Tender","1","PRINTING AND SUPPLY OF GENERAL COUNTERFOIL RECEIPT (GCR) BOOKS  FOR MINISTRY OF HEALTH","Central Tender Review Committee","38(b) – Time and Cost disproportionate of value of procurement","21st February, 2022","18th March, 2022","Ghana Cedi","Gh¢1049000.00","JAMAD PRINTING PRESS LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/22","-","Restricted Tender","1","PRINTING AND SUPPLY OF MINISTRY OF HEALTH DEPARTMENTAL PAYMENT VOUCHER","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","24th August, 2022","16th September, 2022","Ghana Cedi","Gh¢380160.00","BESTAS PRESS LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/22","-","Restricted Tender","1","PRINTING AND SUPPLY OF MINISTRY OF BDR FORM A: BIRTH REGISTRATION REPORT FORM","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","16th August, 2022","16th September, 2022","Ghana Cedi","Gh¢470000.00","Minipack Press","0","0","0","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/22","-","Restricted Tender","1","PRINTING AND SUPPLY OF PURCHASE ORDER BOOKS","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","17th August, 2022","23rd September, 2022","Ghana Cedi","Gh¢224750.00","DIDDLE ENTERPRISE","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/22/02","-","Restricted Tender","1","PRINTING AND SUPPLY OF E-REGISTRAR RECEIPTS FOR REGISTRAR GENERAL'S DEPARTMENT","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","23rd August, 2022","16th September, 2022","Ghana Cedi","Gh¢238720.00","Yasarko press Ltd","Yasarko@yahoo.com","n/a","n/a","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/6/2022","-","Restricted Tender","1","PRINTING AND SUPPLY OF GRA VAT INVOICE BOOKS","Central Tender Review Committee","38(b) – Time and Cost disproportionate of value of procurement","20th September, 2022","11th November, 2022","Ghana Cedi","Gh¢3345000.00","INFO 7 LIMITED","","","","-"
"Foods and Drugs Authority","FDA/PSD/2021/B.10/RT-0138(05)","-","Restricted Tender","","5th Call Off: Supply of food products to the Food and Drugs Authority","ETC/PPA","38(b) – Time and Cost disproportionate of value of procurement","18th February, 2022","18th April, 2022","Ghana Cedi","Gh¢37498.19","Empire Power Limited","gmail_master@yahoo.com","P. O. Box DK 1138","0302956497","-"
"Foods and Drugs Authority","FDA/PSD/2021/B.10/RT-0138(06))","-","Restricted Tender","","6th Call Off: Supply of food products to the Food and Drugs Authority","HEAD OF ENTITY","38(b) – Time and Cost disproportionate of value of procurement","25th April, 2022","25th August, 2022","Ghana Cedi","Gh¢12624.04","Empire Power Limited","gmail_master@yahoo.com","P. O. Box DK 1138","0302956497","-"
"Foods and Drugs Authority","FDA/PSD/2021/B.10/RT-0138(07)","-","Restricted Tender","","7th Call Off: Supply of food products to the Food and Drugs Authority","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","04th May, 2022","04th August, 2022","Ghana Cedi","Gh¢212861.25","Empire Power Limited","gmail_master@yahoo.com","P. O. Box DK 1138","0302956497","-"
"Foods and Drugs Authority","FDA/PSD/2021/B.10/RT-0138(09))","-","Restricted Tender","","9th Call Off: Supply of food products to the Food and Drugs Authority","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","15th July, 2022","15th October, 2022","Ghana Cedi","Gh¢298888.59","Empire Power Limited","gmail_master@yahoo.com","P. O. Box DK 1138","0302956497","-"
"Foods and Drugs Authority","FDA/PSD/2021/B.10/RT-0138(08)","-","Restricted Tender","","8th Call Off: Supply of food products to the Food and Drugs Authority","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","04th May, 2022","04th August, 2022","Ghana Cedi","Gh¢212861.25","Empire Power Limited","gmail_master@yahoo.com","P. O. Box DK 1138","0302956497","-"
"Foods and Drugs Authority","FDA/PSD/2021/B.10/RT-0138(10)","-","Restricted Tender","","10th Call Off: Supply of food products to the Food and Drugs Authority","HEAD OF ENTITY","38(b) – Time and Cost disproportionate of value of procurement","10th August, 2022","10th November, 2022","Ghana Cedi","Gh¢66641.94","BENGEO EMPIRE LIMITED","","","","-"
"Foods and Drugs Authority","FDA/PSD/2021/B.10/RT-0138(A1))","-","Restricted Tender","","Amendment to Framework Agreement: Supply of food products to the Food and Drugs Authority for year 2","Central Tender Review Committee","38(b) – Time and Cost disproportionate of value of procurement","28th September, 2022","31st December, 2023","Ghana Cedi","Gh¢405067953.00","Empire Power Limited","gmail_master@yahoo.com","P. O. Box DK 1138","0302956497","-"
"Foods and Drugs Authority","FDA/PSD/2021/A.12.9/RT-0052(08)","-","Restricted Tender","","8th Call-Off: for the Engagement of an Insurance Firm for the provision of comprehensive motor vehicle insurance and third party liability cover through restricted tendering for the Food and Drugs Authority","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","15th July, 2022","15th October, 2022","Ghana Cedi","Gh¢296.31","VANGUARD ASSURANCE COMPANY LIMITED","","","","-"
"Foods and Drugs Authority","FDA/PSD/2021/A.12.9/RT-0052(09)","-","Restricted Tender","","9th Call-Off: for the Engagement of an Insurance Firm for the provision of comprehensive motor vehicle insurance and third party liability cover through restricted tendering for the Food and Drugs Authority","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","18th August, 2022","18th November, 2022","Ghana Cedi","Gh¢516722.76","VANGUARD ASSURANCE COMPANY LIMITED","","","","-"
"Ghana Deposit Protection Corporation","GR/MOF-GDPC/GD/RT/001/2020","-","Restricted Tender","","Contract extended due to design works","PPA Board","38(b) – Time and Cost disproportionate of value of procurement","30th December, 2020","31st July, 2022","Ghana Cedi","Gh¢595586.25","MULTIPLE IDEAS LIMITED","","","","-"
"Bank of Ghana","N/A","-","Restricted Tender","N/A","THE UPGRADE OF DELL EMC VNX STORAGE ARRAY","Central Tender Review Committee","40 (1)b - Urgency","22nd July, 2022","21st September, 2022","Ghana Cedi","Gh¢9196591.99","IT Market LTD","","P.O, Box KD 759 Kanda - Accra","","-"
"Bank of Ghana","GR/BOG/GD/0041/2021,  GR/BOG/GD/0040/2021","-","Restricted Tender","1","PROCUREMENT OF ASSORTED TOYOTA VEHICLES FOR THE OPERATIONS OF THE BANK","Central Tender Review Committee","40 (1)b - Urgency","04th October, 2022","03rd January, 2023","Ghana Cedi","Gh¢32016232.40","GEMOTECH GHANA LIMITED","","","","-"
"Environmental Protection Agency","GR/EPA/GDS/RT/00/2022","-","Restricted Tender","1","Supply of 40 Photocopiers","ETC/PPA","38(b) – Time and Cost disproportionate of value of procurement","14th September, 2021","30th November, 2021","Ghana Cedi","Gh¢741400.00","Prolux Home Appliances Company Limited","0","0","0","-"
"Economic and Organized Crime Office","N/A","-","Restricted Tender","","2 Unit Nissan Navara XE+ MT Double Cabin 4x4 2.5L Turbo Diesel Pick-Up Vehicles","ETC/PPA","40 (1)a - Proprietary","15th December, 2022","23rd December, 2022","Ghana Cedi","Gh¢936178.66","JAPAN MOTORS TRADING COMPANY LIMITED","","","","-"
"Economic and Organized Crime Office","N/A","-","Restricted Tender","","1Unit Toyota Land Cruiser LC300 GX-R","ETC/PPA","40 (1)a - Proprietary","08th December, 2022","15th December, 2022","Ghana Cedi","Gh¢1732432.11","TOYOTA GHANA COMPANY LIMITED","","","","-"
"National Pensions Regulatory Authority (NPRA)","GR/NPRA/WK/RT/0001/2022","-","Restricted Tender","1","Renovation Of NPRA Office-Koforidua","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","17th October, 2022","30th December, 2022","Ghana Cedi","Gh¢486616.02","ED YEBOAH COMPANY LIMITED","","","","-"
"Ghana Education Trust Fund (GETFUND)","GR/GETFUND/TS/0008/2022/Lot 3","-","Restricted Tender","3","Project Stories, Beneficiary, Social Impact agenda video","Entity Tender Committee","38(a) – Limited Suppliers / Contractors","26th September, 2022","26th January, 2023","Ghana Cedi","Gh¢265580.00","Capetree Company Limited","capetreecompanyltd@gmail.com","P. O. Box AT 1024, Achimota, Accra","0","-"
"Ghana Education Trust Fund (GETFUND)","GR/GETFUND/TS/0008/2022/Lot 2","-","Restricted Tender","2","Technical Consultancy Services for the Design & Implementation of Communication Strategy Development, Digital Channel Management and Social Content Development for GETFund","Entity Tender Committee","38(a) – Limited Suppliers / Contractors","26th September, 2022","26th May, 2023","Ghana Cedi","Gh¢659302.88","EDGE DIGITAL COMMUNICATIONS & CONSULTING LIMITED","","","","-"
"Ghana Education Trust Fund (GETFUND)","GR/GETFUND/TS/0008/2022","-","Restricted Tender","1","Technical Consultancy Services for the Design and Implementation of Communication Strategy Development, Traditional Media Strategy, Social Content Development for GETFund","Entity Tender Committee","38(a) – Limited Suppliers / Contractors","16th September, 2022","17th March, 2023","Ghana Cedi","Gh¢830755.22","William Media Group Limited","info@william-mg.com","2nd Floor, One Airport Square, Accra","0","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/20/42","-","Restricted Tender","1","PRINTING AND SUPPLY OF FOUR PLY FORMS","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","16th December, 2022","30th January, 2023","Ghana Cedi","Gh¢672500.00","PAPER HOUSE LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/22/16","-","Restricted Tender","1","PRINTING AND SUPPLY OF PHYTOSANITARY CERTIFICATES BOOKS","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","16th December, 2022","27th January, 2023","Ghana Cedi","Gh¢103400.00","MINIPACK PRESS","","","","-"
"Foods and Drugs Authority","FDA/PSD/2021/A.6.1/RT-0093","-","Restricted Tender","","Construction of 0.253km access road from the meridian road to the FDA office  complex in Tema","Central Tender Review Committee","38(a) – Limited Suppliers / Contractors","01st November, 2022","01st June, 2023","Ghana Cedi","Gh¢9770086.31","ENH ENGINEERING LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0001/22","-","Restricted Tender","1","PRINTING AND SUPPLY OF ON-SITE BANKING RECEIPTS FOR KORLE-BUTEACHING HOSPITAL","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","16th December, 2022","23rd January, 2023","Ghana Cedi","Gh¢245000.00","PAPER HOUSE LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0002/22","-","Restricted Tender","1","PRINTING AND SUPPLY OF VEHICLE INCOME TAX (VIT) STICKERS (CATEGORY C10 &D)","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","16th December, 2022","16th January, 2023","Ghana Cedi","Gh¢382750.00","Minipack Press","0","0","0","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/22","-","Restricted Tender","1","PRINTING AND SUPPLY OF VARIOUS VALUE BOOKS","Entity Tender Committee","38(a) – Limited Suppliers / Contractors","16th December, 2022","20th January, 2023","Ghana Cedi","Gh¢318000.00","KASASA HIGH VENTURES","","","","-"
"Controller And Accountant General Department","GR/CAGD/0008/22","-","Restricted Tender","1","PRINTING AND SUPPLY OF PROMOTION AND CHANGE OF GRADES","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","16th December, 2022","27th January, 2023","Ghana Cedi","Gh¢119965.50","Best time press Ltd","info@Besttime.com","n/a","n/a","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/22","-","Restricted Tender","1","PRINTING AND SUPPLY OF STORES RECEIVED ADVICE","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","12th December, 2022","18th January, 2023","Ghana Cedi","Gh¢179948.00","Yasarko press Ltd","Yasarko@yahoo.com","n/a","n/a","-"
"Controller And Accountant General Department","GR/CAGD/GD0008/22","-","Restricted Tender","1","PRINTING AND SUPPLY OF HOLOGRAM FOILS-REGISTERED IMAGE DESIGN","Central Tender Review Committee","38(b) – Time and Cost disproportionate of value of procurement","07th December, 2022","27th January, 2023","Ghana Cedi","Gh¢4308809.69","CHECKPOINT GHANA LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0010/22","-","Restricted Tender","1","SUPPLY OF A WATERMARKED UV DULL SECURITY PAPER ( CBS2 )","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","21st December, 2022","08th February, 2023","Ghana Cedi","Gh¢496050.00","SUPREME CONCEPT CO. LTD","","P. O. BOX KB 182 KORLE- BU, ACCRA","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/22","-","Restricted Tender","1","PRINTING AND SUPPLY OF GHANA REVENUE INVOICE BOOKS","Central Tender Review Committee","38(b) – Time and Cost disproportionate of value of procurement","30th September, 2022","18th October, 2022","Ghana Cedi","Gh¢4965000.00","DERISCO COMPANY LIMITED","","","","-"
"Controller And Accountant General Department","GR/CAGD/GD/0008/22","-","Restricted Tender","1","PRINTING AND SUPPLY OF ON-SITE BANKING RECEIPTS FOR KOMFO ANOKYE BUTEACHING HOSPITAL","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","29th December, 2022","26th January, 2023","Ghana Cedi","Gh¢181620.00","RIGHTEOUS PRINTING PRESS","","","","-"
"Controller And Accountant General Department","GR/CAGD/TKS/0001/22","-","Restricted Tender","1","CLEANING SERVICES AT CAGD  ANNEX HEAD OFFICE","Entity Tender Committee","38(b) – Time and Cost disproportionate of value of procurement","11th October, 2022","02nd October, 2023","Ghana Cedi","Gh¢507947.76","X'CEL TOUCH SERVICES LTD.","","","","-"
