"Awarding Agency:","Tender Package No:","Tender Type:","Contract Type:","Lot #:","Tender Description:","Approval Auth:","Justification:","Contract Date:","Delivery / Completion Date:","Contract Currency:","Contract Award Price:","Contract Awarded To:","Company Email:","Company Address:","Company Tel:","Supplier #:"
"Controller And Accountant General Department","GR/CAGD/GD/0005/12/61","-","Single Sourced","1","","Central Tender Review Committee","-","03rd July, 2013","28th August, 2013","Ghana Cedi","Gh¢1000000.00","AMSOS GHANA LIMITED","","P.O.BOX 1821 CANTOMENTS,ACCRA","","-"
"Middle Belt Development Authority","AH/MBDA/SS/WKS/1418/2020","-","Single Sourced","1","Construction of 1 No. durbar ground at Derma for Tano South Constituency","ETC/PPA","40 (1)b - Urgency","04th May, 2020","02nd November, 2020","Ghana Cedi","Gh¢380000.00","Joyway-Wadaada and sons company limited","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","BO/MBDA/SS/WKS/1237/20","-","Single Sourced","1","Face lift of Nkrankwanta Friday market (pavement and construction of 30 No. 10 units markets sheds), at Nkrankwanta Friday market for Dormaa West","ETC/PPA","40 (1)b - Urgency","15th June, 2020","15th December, 2020","Ghana Cedi","Gh¢2233757.80","Sad Samagy Limited","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","AH/MBDA/SS/WKS/1420/2020","-","Single Sourced","1","Construction of fence wall at Derma Clinic for Tano South Constituency","ETC/PPA","40 (1)b - Urgency","11th May, 2020","09th October, 2020","Ghana Cedi","Gh¢371450.00","AFRICORI CONSTRUCTION LIMITED","","","","-"
"Middle Belt Development Authority","BO/MBDA/SS/WKS/1238/20","-","Single Sourced","1","Construction  of culvert on Nkrankwanta-Takyimanfour road at  Nkrankwanta-Takyimanfour road for Dormaa West","ETC/PPA","40 (1)b - Urgency","15th June, 2020","15th December, 2020","Ghana Cedi","Gh¢95000.00","Sad Samagy Limited","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","BO/MBDA/SS/WKS/1239/20","-","Single Sourced","1","Construction of Culvert on Nkrankwanta-Tweapease road at Nkrankwanta-Tweapease road for Dormaa West","ETC/PPA","40 (1)b - Urgency","15th June, 2020","15th December, 2020","Ghana Cedi","Gh¢95000.00","Sad Samagy Limited","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","BO/MBDA/SS/WKS/1240/20","-","Single Sourced","1","construction of  drains  at Nkrankwanta for Dormaa West Constituency","ETC/PPA","40 (1)b - Urgency","15th June, 2020","15th December, 2020","Ghana Cedi","Gh¢332500.00","Sad Samagy Limited","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","AH/MBDA/SS/WKS/1421/2020","-","Single Sourced","1","Construction of masters bungalow at Derma SHS for Tano South Constituency","ETC/PPA","40 (1)b - Urgency","04th May, 2020","02nd November, 2020","Ghana Cedi","Gh¢237500.00","Joyway-Wadaada and sons company limited","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","BO/MBDA/SS/WKS/1241/20","-","Single Sourced","1","Construction of  1 No. mechanized borehole at Diabaa for Dormaa West","ETC/PPA","40 (1)b - Urgency","15th June, 2020","15th December, 2020","Ghana Cedi","Gh¢28500.00","Sad Samagy Limited","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","AS/MBDA/SS/WKS/298/20","-","Single Sourced","1","Construction of 1 No. 3 unit classroom block at old town JHS for Offinso south Constituency","ETC/PPA","40 (1)b - Urgency","03rd June, 2020","02nd December, 2020","Ghana Cedi","Gh¢237500.00","Admabs Investment Limited","0","P. O. Box, Accra","0","-"
"Controller And Accountant General Department","GR/CAGD/GD/0005/12/62","-","Single Sourced","1","","Central Tender Review Committee","-","03rd July, 2013","28th August, 2013","Ghana Cedi","Gh¢3600000.00","AMSOS GHANA LIMITED","","P.O.BOX 1821 CANTOMENTS,ACCRA","","-"
"Middle Belt Development Authority","AH/MBDA/SS/WKS/1423/2020","-","Single Sourced","1","Construction of police bungalow/quarters at Techimantia For Tano South constituency","ETC/PPA","40 (1)b - Urgency","04th May, 2020","02nd November, 2020","Ghana Cedi","Gh¢475000.00","Joyway-Wadaada and sons company limited","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","BO/MBDA/SS/WKS/1242/20","-","Single Sourced","1","construction of fence wall around presby park (including inner parameter) at presby park for Dormaa West","ETC/PPA","40 (1)b - Urgency","15th June, 2020","15th December, 2020","Ghana Cedi","Gh¢332500.00","Sad Samagy Limited","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","AS/MBDA/SS/GDS/299/20","-","Single Sourced","1","Provision of 300 tables and chairs at DASS for Offinso south Constituency","ETC/PPA","40 (1)b - Urgency","03rd June, 2020","02nd December, 2020","Ghana Cedi","Gh¢57000.00","Admabs Investment Limited","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","ER/MBDA/SS/WKS/758/2020","-","Single Sourced","1","Construction of 1 NO. CHPS Compound at Akokoo for Abuakwa South (Kyebi) constituency","ETC/PPA","40 (1)b - Urgency","27th February, 2020","27th August, 2020","Ghana Cedi","Gh¢266000.00","Johngi Company Limited","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","AH/MBDA/SS/WKS/1432/2020","-","Single Sourced","1","Construction of community centre at Susuaho for Tano South constituency","ETC/PPA","40 (1)b - Urgency","02nd March, 2020","31st August, 2020","Ghana Cedi","Gh¢285000.00","SETH K. BOAFO","","","","-"
"Middle Belt Development Authority","AS/MBDA/SS/GDS/300/20","-","Single Sourced","1","Provision of 300 tables and chairs at Namong SHS for Offinso south Constituency","ETC/PPA","40 (1)b - Urgency","03rd June, 2020","02nd December, 2020","Ghana Cedi","Gh¢57000.00","Admabs Investment Limited","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","AS/MBDA/SS/WKS/015/2020","-","Single Sourced","1","Construction of 1 No. 10-seater water closet toilet at Fumsua for Sekyere Afram Plains constituency","ETC/PPA","40 (1)b - Urgency","23rd July, 2020","23rd January, 2021","Ghana Cedi","Gh¢171000.00","Gu manel Co Ltd","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","BO/MBDA/SS/WKS/1244/20","-","Single Sourced","1","construction of 1 No. nurses quarters at  Diabaa  for Dormaa West","ETC/PPA","40 (1)b - Urgency","10th September, 2020","10th March, 2021","Ghana Cedi","Gh¢190000.00","Bekanna Ventures Limited","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","AS/MBDA/SS/GDS/301/20","-","Single Sourced","1","Provision of 300 tables and chairs at St. Jerome SHS for Offinso south Constituency","ETC/PPA","40 (1)b - Urgency","03rd June, 2020","02nd December, 2020","Ghana Cedi","Gh¢57000.00","Admabs Investment Limited","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","ER/MBDA/SS/WKS/759/2020","-","Single Sourced","1","Construction of 1 No.10  seater wc toilet at Amoandan in the Asuogyaman Constituency","ETC/PPA","40 (1)b - Urgency","23rd October, 2020","23rd April, 2021","Ghana Cedi","Gh¢171000.00","T.B MOORE","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","BO/MBDA/SS/WKS/1245/20","-","Single Sourced","1","Construction of 1 No. Mechanized borehole at Nkrankwanta for Dormaa West","ETC/PPA","40 (1)b - Urgency","29th October, 2020","29th April, 2021","Ghana Cedi","Gh¢28500.00","Red Ivory Con. & Trading Co. Ltd","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","AH/MBDA/SS/WKS/1434/2020","-","Single Sourced","1","Reshaping of Bomaa-Nkwantabisa road for Tano North Constitituency","ETC/PPA","40 (1)b - Urgency","02nd March, 2020","31st August, 2020","Ghana Cedi","Gh¢57000.00","SETH K. BOAFO","","","","-"
"Middle Belt Development Authority","AS/MBDA/SS/WKS/016/2020","-","Single Sourced","1","Construction of 1 No. 10-seater water closet toilet at Hamidu for Sekyere Afram plains constituency","ETC/PPA","40 (1)b - Urgency","24th July, 2020","24th January, 2021","Ghana Cedi","Gh¢171000.00","Gu manel Co Ltd","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","AS/MBDA/SS/WKS/302/20","-","Single Sourced","1","Construction of 1 No. 6-unit classroom block  at Ahwerewa (D/A Basic School)  for Ahafo Ano South East","ETC/PPA","40 (1)b - Urgency","21st February, 2020","21st August, 2020","Ghana Cedi","Gh¢427500.00","W2 CONSTRUCTION LIMITED","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","BO/MBDA/SS/WKS/1267/20","-","Single Sourced","1","construction of community sports complex (2nd phase) at Wamfie for Dormaa East","ETC/PPA","40 (1)b - Urgency","19th August, 2020","19th February, 2021","Ghana Cedi","Gh¢570000.00","J. K. Y GH LTD","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","AH/MBDA/SS/WKS/1433/2020","-","Single Sourced","1","construction of 1 No. 10 seater WC toilet at Dwenase for Tano North Constituency","ETC/PPA","40 (1)b - Urgency","15th June, 2020","14th December, 2020","Ghana Cedi","Gh¢171000.00","Dufred Enterprise","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","AS/MBDA/SS/WKS/017/2020","-","Single Sourced","1","Construction of 1 No.10 seater water closet toilet at Anyinofi  for SEkyere Afram plains constituency","ETC/PPA","40 (1)b - Urgency","25th July, 2021","25th January, 2021","Ghana Cedi","Gh¢171000.00","Gu manel Co Ltd","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","AS/MBDA/SS/WKS/303/20","-","Single Sourced","1","Construction  of 1 No. 6-unit classroom block at  Biemso (No.1 D/A Basic School) for Ahafo Ano South East","ETC/PPA","40 (1)b - Urgency","21st February, 2020","21st August, 2020","Ghana Cedi","Gh¢427500.00","W2 CONSTRUCTION LIMITED","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","AH/MBDA/SS/WKS/1435/2020","-","Single Sourced","1","Reshaping of Bomaa-Nkurakai road for Tano North constituency","ETC/PPA","40 (1)b - Urgency","02nd March, 2020","31st August, 2020","Ghana Cedi","Gh¢47500.00","SETH K. BOAFO","","","","-"
"Middle Belt Development Authority","AS/MBDA/SS/WKS/304/20","-","Single Sourced","1","Construction of 1 No. 6-unit classroom block  at  Dwenewoho (R/C Basic Schoo) for Ahafo Ano South East","ETC/PPA","40 (1)b - Urgency","21st February, 2020","21st August, 2020","Ghana Cedi","Gh¢427500.00","W2 CONSTRUCTION LIMITED","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","BO/MBDA/SS/WKS/1269/20","-","Single Sourced","1","Construction of District Fire Service Office complex at Wamfie for Dormaa East","ETC/PPA","40 (1)b - Urgency","22nd May, 2020","20th November, 2020","Ghana Cedi","Gh¢475000.00","FA-Asemkye Company Limited","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","ER/MBDA/SS/WKS/760/2020","-","Single Sourced","1","Construction of 1 No. community centre at Mogadzi in the Asuogyaman Constituency","ETC/PPA","40 (1)b - Urgency","16th October, 2020","16th April, 2021","Ghana Cedi","Gh¢152000.00","Royal Onyx Company Limited","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","AS/MBDA/SS/WKS/018/2020","-","Single Sourced","1","Construction of 1 No. 2-unit bedroom District Magistrate bungalow at Drobonso for Sekyere Afram Plains Constituency","ETC/PPA","40 (1)b - Urgency","11th May, 2020","11th November, 2021","Ghana Cedi","Gh¢237500.00","ENYE MAHODEN EYE AWURADE LIMITED","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","AS/MBDA/SS/WKS/305/2020","-","Single Sourced","1","Construction  of 1 No. 6-unit classroom block  at Nsuta (R/C Basic School) for Ahafo Ano South East","ETC/PPA","40 (1)b - Urgency","21st February, 2020","21st August, 2020","Ghana Cedi","Gh¢427500.00","W2 CONSTRUCTION LIMITED","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","BO/MBDA/SS/WKS/1270/20","-","Single Sourced","1","construction of sceince Lab, adminstration block and extension of electricity at Kyeremasu SHS for Dormaa East constituency","ETC/PPA","40 (1)b - Urgency","29th May, 2020","27th November, 2020","Ghana Cedi","Gh¢617500.00","Livic Ventures & Investment Ltd","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","AS/MBDA/SS/WKS/019/2020","-","Single Sourced","1","Construction of 1 No. 2-unit bedroom District co-ordinator bungalow at Drobonso for Sekyere Afram Plains Constituency","ETC/PPA","40 (1)b - Urgency","12th May, 2020","12th November, 2021","Ghana Cedi","Gh¢237500.00","ENYE MAHODEN EYE AWURADE LIMITED","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","AS/MBDA/SS/GDS/306/2020","-","Single Sourced","1","Supply of 650 dual desks for public schools across the district for Ahafo Ano South East Constituency","ETC/PPA","40 (1)b - Urgency","12th July, 2020","12th January, 2021","Ghana Cedi","Gh¢185250.00","SARPOD REAL ESTATE COMPANY LIMITED","","","","-"
"Middle Belt Development Authority","AS/MDBA/SS/WKS/020/2020","-","Single Sourced","1","Construction of 1 No. 3-unit classroom block at Mepekasa for Sekyere Afram plains","ETC/PPA","40 (1)b - Urgency","21st February, 2020","21st August, 2020","Ghana Cedi","Gh¢237500.00","W2 CONSTRUCTION LIMITED","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","BO/MBDA/SS/WKS/1280/20","-","Single Sourced","1","Construction of 1 No. 3-unit classroom block at Wamsua for Jaman North","ETC/PPA","40 (1)b - Urgency","11th March, 2020","11th September, 2020","Ghana Cedi","Gh¢237500.00","Kwasi Gyan Company Ltd","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","BO/MBDA/SS/WKS/1281/20","-","Single Sourced","1","Construction of 1 No. 3-unit kindergarten block at Asantekrom for Jaman North","ETC/PPA","40 (1)b - Urgency","11th March, 2020","11th September, 2020","Ghana Cedi","Gh¢237500.00","Kwasi Gyan company limited","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","BO/MBDA/SS/WKS/1282/20","-","Single Sourced","1","Construction of 1 No. 3-unit Kindergarten block  at Nsonsomea for Jaman North","ETC/PPA","40 (1)b - Urgency","11th March, 2020","11th September, 2020","Ghana Cedi","Gh¢237500.00","Kwasi Gyan company limited","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","ER/MBDA/SS/GDS/763/2020","-","Single Sourced","1","Supply of 1000 Pieces Of  Mono Desk (500pcs For Upper Primary, 500pcs for Lower Primary) And 200 pieces Of teachers table in the lower Akim Constituency","ETC/PPA","40 (1)b - Urgency","26th July, 2021","24th January, 2021","Ghana Cedi","Gh¢285000.00","E.O AGYAOWA","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","BO/MBDA/SS/WKS/1283/2020","-","Single Sourced","1","Construction of 1 No. 6-unit classroom block at Asuokor for Jaman North","ETC/PPA","40 (1)b - Urgency","11th March, 2020","11th September, 2020","Ghana Cedi","Gh¢427500.00","Kwasi Gyan company limited","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","BO/MBDA/SS/WKS/1284/20","-","Single Sourced","1","Construction of 1 No. 6-unit classroom block  at Mayera for Jaman North constituency","ETC/PPA","40 (1)b - Urgency","11th March, 2020","11th September, 2020","Ghana Cedi","Gh¢427500.00","Kwasi Gyan company limited","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","ER/MBDA/SS/WKS/766/2021","-","Single Sourced","1","Construction of 1 No. 10-seater WC Toilet at  Atua Manya For  Lower Manya krobo","ETC/PPA","40 (1)b - Urgency","05th May, 2021","03rd November, 2021","Ghana Cedi","Gh¢171000.00","E.K Asiedu Company Limited","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","BO/MBDA/SS/WKS/1285/2020","-","Single Sourced","1","Construction of 1 No. 6-unit classroom block  at Sampa Presby for Jaman North constituency","ETC/PPA","40 (1)b - Urgency","04th June, 2020","04th December, 2020","Ghana Cedi","Gh¢427500.00","Kwasi Gyan company limited","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","AH/MBDA/SS/WKS/1436/2020","-","Single Sourced","1","Reshaping of Bomaa-Kwasoagya road for Tano North Constituency","ETC/PPA","40 (1)b - Urgency","02nd March, 2020","31st August, 2020","Ghana Cedi","Gh¢47500.00","SETH K. BOAFO","","","","-"
"Middle Belt Development Authority","AS/MBDA/SS/WKS/029/2020","-","Single Sourced","1","Construction of 1No. CHPs Compound at Mininaso in the Ejura/Sekyedumase constituency","ETC/PPA","40 (1)b - Urgency","06th March, 2020","04th September, 2020","Ghana Cedi","Gh¢266000.00","KB ASANTE CONSTRUCTION","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","BO/MBDA/WKS/1294/2020","-","Single Sourced","1","Construction of 40 open markets sheds at Goka for Jaman North constituency","ETC/PPA","40 (1)b - Urgency","22nd October, 2020","22nd April, 2021","Ghana Cedi","Gh¢427500.00","Kwasi Gyan company limited","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","AS/MBDA/SS/WKS/033/2020","-","Single Sourced","1","Spots improvement on selected roads in the municipality for Ejura/Sekyedumase constituency","ETC/PPA","40 (1)b - Urgency","17th March, 2020","15th September, 2020","Ghana Cedi","Gh¢370500.00","NASHMIRA VENTURES","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","AS/MBDA/SS/WKS/034/2020","-","Single Sourced","1","Development of a mini sports Stadium at Ejura in the Sekyere Afram plains constituency","ETC/PPA","40 (1)b - Urgency","31st October, 2020","01st April, 2021","Ghana Cedi","Gh¢693500.00","Jaborah Company Limited","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","BO/MBDA/SS/WKS/1296/2020","-","Single Sourced","1","Construction of culverts at Tonsuom for Sunyani East constituency","ETC/PPA","40 (1)b - Urgency","11th June, 2020","11th December, 2020","Ghana Cedi","Gh¢95000.00","Yebskay Crystal Enterprise","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","AS/MBDA/SS/WKS/035/2020","-","Single Sourced","1","Construction of 5 No. 1.2 meter diameter double cell culvert for selected roads at Municipal Wide for Ejura/Sekyedumase constituency","ETC/PPA","40 (1)b - Urgency","31st October, 2020","01st April, 2021","Ghana Cedi","Gh¢693500.00","Jaborah Company Limited","0","P. O. Box, Accra","0","-"
"Middle Belt Development Authority","AH/MBDA/SS/WKS/1437/2020","-","Single Sourced","1","Reshaping of Tanokrom -Dwumakwan road for Tano North Constituency","ETC/PPA","40 (1)b - Urgency","02nd March, 2020","31st August, 2020","Ghana Cedi","Gh¢38000.00","SETH K. BOAFO","","","","-"
"Middle Belt Development Authority","BO/MBDA/SS/WKS/1297/2020","-","Single Sourced","1","Construction of culverts at Akokorakwadwo for Sunyani East constituency","ETC/PPA","40 (1)b - Urgency","11th June, 2020","11th December, 2020","Ghana Cedi","Gh¢95000.00","Yebskay Crystal Enterprise","0","P. O. Box, Accra","0","-"
